StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1.1,1.2,1.3,1.4,2.1,2.2,2.3,2.4,2.5,2.5_5_TEXT,2.6,2.7,2.7_6_TEXT,2.8,2.9,2.10,2.10_8_TEXT,2.11,2.11_7_TEXT,2.12,2.12_10_TEXT,2.13,2.13_7_TEXT,2.14,2.14_5_TEXT,2.15,2.16,2.16_7_TEXT,2.17,2.18,2.19,2.19,2.19,2.20,2.20_5_TEXT,2.21,2.21_9_TEXT,3.1,3.1_1_TEXT,3.2,3.2_8_TEXT,3.3,3.3_7_TEXT,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,3.13,3.13_8_TEXT,3.14,3.14_7_TEXT,3.15,3.16,3.16_6_TEXT,3.17,3.17_7_TEXT,3.18,3.19,3.20,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.10_1_TEXT,4.11,4.12,4.13,4.14,4.15,4.16,4.17,4.18,4.19,4.20,4.21,4.21_5_TEXT,4.22,5.23,4.24,4.25,4.26,4.27,4.28,4.29,4.30,5.1,5.1_5_TEXT,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,5.12_6_TEXT,5.13,5.14,5.15,5.16,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,7.9_6_TEXT,7.10,7.11,7.12,7.13,7.14,7.15,7.16,7.17,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9
2025-05-21 01:08:33,2025-05-21 01:12:36,IP Address,107.190.246.37,100,242,True,2025-05-21 01:12:37,R_6iaTHjpIuHeQaoV,,,,,34.0322,-118.2836,anonymous,EN,01,94,07,19/03/2025,17,Female,Yes,Secondary 1,Government school,,,Christian,,I am in school only,Single,Cement,,Cement,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,3,Petty business,,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,Yes,,Disposable pad,,From an NGO,,Often,Yes,No,No,No,,Do not wish to answer,I am not sexually active,Yes,From an NGO,,I am not sexually active,,No,Don't know,,Do not wish to answer,,Yes,No,No,Not sure,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Do not wish to answer,No,No,No,Do not wish to answer,No,Do not wish to answer,Don’t know,Don't know,Don't know,,,No,Don't know,Don’t know,,Don’t know,Don’t know,Don't know,Don't Know,"Yes, we all have the same amount of work",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Some days,Not at all,More than half the days,Not at all,More than half the days,Some days,More than half the days,More than half the days,Some days
2025-05-21 01:13:12,2025-05-21 01:17:00,IP Address,107.190.246.37,100,227,True,2025-05-21 01:17:00,R_6oGz2QblEAWQNCa,,,,,34.0322,-118.2836,anonymous,EN,02,,10,20/03/2025,14,Female,Yes,Secondary 1,,,,Christian,,I am in school only,Single,Carpet,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I share a shower/bathing are with my neighbor,,,Petty business,,2 meals,,Daily,Rarely,Daily,In the house,,"Other, please specify",gas and charcoal/coal,No,,,,,,,,,,No,,No,I am not sexually active,Yes,"At an afterschool club,From an NGO",,I am not sexually active,,No,Don't know,,Fear of judgment from their family or community,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Don't know,No,Witchcraft,,Yes,Don't know,Don’t know,,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",No,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-21 01:17:28,2025-05-21 01:20:48,IP Address,107.190.246.37,100,199,True,2025-05-21 01:20:49,R_13ZyMf4zU8H6Fcj,,,,,34.0322,-118.2836,anonymous,EN,05,465,30,,19,Female,Yes,,,,,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,6,Wage employment,,2 meals,NGO support,Daily,Rarely,Daily,In the house,,Gas,,Yes,,Disposable pad,,Local market,,Sometimes,Yes,Yes,No,Yes,18,No,Because of peer pressure,Yes,From an NGO,,"Yes, I use condoms",,Yes,At a private health clinic,,"They cannot afford a child,The pregnancy was unintended,Family pressure,They wanted to stay in school,Fear of judgment from their family or community,They do not have support to raise a child",,Yes,Do not wish to answer,Do not wish to answer,Yes,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, 1-3 times a week",No,,Yes,16-20 years old,"Large problem, many people drink too much",Most,Yes,Family history,,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,More than half the days,Some days,Some days,Nearly every day,Some days,Some days,Some days,More than half the days
2025-05-21 01:21:01,2025-05-21 01:24:10,IP Address,107.190.246.37,100,188,True,2025-05-21 01:24:11,R_13ltWl91naCBLFM,,,,,34.0322,-118.2836,anonymous,EN,03,614,16,20/03/2025,16,Female,Yes,Secondary 3,Government school,,,Christian,,I am in school only,Single,"Earth, sand",,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,4,Petty business,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Gas,,Yes,,Disposable pad,,From my school,,Sometimes,Yes,No,Yes,No,,,,Yes,My school,,,,No,,,Fear of judgment from their family or community,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,Family history,,No,Don't know,After 26 years old,,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",Yes,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-05-21 01:24:20,2025-05-21 01:28:08,IP Address,107.190.246.37,100,227,True,2025-05-21 01:28:09,R_5BxsZqVUoxAuJKY,,,,,34.0322,-118.2836,anonymous,EN,03,611,16,20/03/2025,13,Female,Yes,Primary 7,Private school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I pay to use a public shower/bathing facility,,6,"Organizational support (food aid, NGO, etc)",,1 meal,Purchased at market,Once or twice a week,Never,Daily,In the house,,Coal/Charcoal,,Yes,12,Disposable pad,,From an NGO,,Sometimes,No,No,Yes,No,,,I am not sexually active,No,I have not received any education,,,,No,,,Fear of judgment from their family or community,,No,No,Yes,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,Traumatic experience,,No,>18 years old,After 26 years old,,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Not at all,Not at all,Some days,Some days,Some days,Not at all,Some days,More than half the days,Not at all
2025-05-21 01:28:18,2025-05-21 01:32:58,IP Address,107.190.246.37,100,279,True,2025-05-21 01:32:58,R_5LnEhMwwmUOPlWF,,,,,34.0322,-118.2836,anonymous,EN,02,136,10,,22,Female,Yes,,Vocational /Technical school,,,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,3,Petty business,,1 meal,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,12,Cloth,,My products are homemade/reusable pads,,Sometimes,Yes,Yes,Yes,No,,Yes,For money,Yes,My parents,,"Yes, I use condoms",,Yes,At home,,They do not have support to raise a child,,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,17,No,,1,No,2 yr 3 months,No,No,Yes,Yes,No,No,Yes,Because of my age,,Yes,Private health facility,Yes,Yes,No,"Yes, it improved my mental health",Yes,No,Yes,Government health facility,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 year,Yes,With my parents,,No,No,"Yes, it improved my mental health",Yes,Yes,No,No,Yes,No,No,,Yes,16-20 years old,"Large problem, many people drink too much",Most,Yes,Traumatic experience,,No,>18 years old,23-26 years old,19-22 years old,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",No,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Nearly every day,Some days,Some days,Some days,Not at all,Nearly every day,Some days,Some days,Nearly everyday
2025-05-21 01:33:14,2025-05-21 01:36:30,IP Address,107.190.246.37,100,195,True,2025-05-21 01:36:30,R_5ATpTDMWPyI32dX,,,,,34.0322,-118.2836,anonymous,EN,02,143,10,,17,Male,Yes,Secondary 2,,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I share a shower/bathing are with my neighbor,,3,Petty business,,3 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,No,,,,,,,,,,No,,No,Do not wish to answer,Yes,My school,,I am not sexually active,,No,Don't know,,Fear of judgment from their family or community,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,,Don’t know,Don't know,No,,,No,Don't know,Don’t know,,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-21 01:36:47,2025-05-21 01:40:17,IP Address,107.190.246.37,100,210,True,2025-05-21 01:40:18,R_62bhR6aV8vZ1AEo,,,,,34.0322,-118.2836,anonymous,EN,06,584,36,19/03/2025,22,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Carpet,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,8,Wage employment,,3 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Gas,,Yes,20,Reusable pad,,Local market,,Never,No,No,No,Yes,21,No,Do not wish to answer,Yes,From an NGO,,"No, I do not use protection",,No,,,Fear of judgment from their family or community,,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,,Don’t know,None of them,Yes,,,Yes,>18 years old,23-26 years old,After 23 years old,Yes,Yes,No,No,"Yes, we all have the same amount of work",No,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-05-21 01:40:30,2025-05-21 01:43:57,IP Address,107.190.246.37,100,206,True,2025-05-21 01:43:57,R_3zXOikOCanZO8eJ,,,,,34.0322,-118.2836,anonymous,EN,06,583,36,19/03/2025,22,Female,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Single,Cement,,Wood/planks,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,2,Petty business,,2 meals,Purchased at market,Daily,Daily,Daily,In the house,,Gas,,Yes,15,Disposable pad,,Local market,,Sometimes,No,Yes,Sometimes,No,,No,I am not sexually active,Yes,"My school,From an NGO",,I am not sexually active,,No,Don't know,,"They cannot afford a child,The pregnancy was unintended,Family pressure,They wanted to stay in school,Fear of judgment from their family or community",,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,Yes,13-16 years old,"Large problem, many people drink too much",Few,Yes,"Traumatic experience,Family history",,No,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",Yes,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Some days,Not at all,Not at all,Not at all,Not at all,Some days,Not at all,Not at all,Not at all
2025-05-21 11:20:11,2025-05-21 11:25:42,IP Address,162.208.92.130,100,331,True,2025-05-21 11:25:43,R_6PSIZn4dcmDwCfb,,,,,34.0322,-118.2836,anonymous,EN,06,582,36,19/03/2025,21,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Married,Carpet,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,4,Petty business,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Kerosene,,Yes,16,Disposable pad,,Local market,,Often,Yes,Yes,No,Yes,20,No,Do not wish to answer,Yes,From an NGO,,"Yes, I use condoms",,No,,,The pregnancy was unintended,,Yes,Yes,No,,,,,,,,Yes,20,Yes,2,2,No,3 yrs and 7 yrs,No,No,No,No,Yes,Yes,No,,,Yes,Government health facility,Yes,Yes,No,"Yes, it negatively impacted my mental health",No,No,No,Government health facility,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Longer than 1 year,Yes,With my partner,,No,I did not have to leave school or my job when I got pregnant,"Yes, it negatively impacted my mental health",Yes,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Don't know,Yes,Family history,,Yes,>18 years old,Don’t know,,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-05-21 11:25:49,2025-05-21 11:31:28,IP Address,162.208.92.130,100,338,True,2025-05-21 11:31:29,R_1ITq8T5BS5WsNUP,,,,,34.0322,-118.2836,anonymous,EN,06,581,36,19/03/2025,22,Female,No,,,,,Christian,,I am unemployed and seeking a job,Married,Carpet,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,4,Petty business,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Kerosene,,Yes,,Disposable pad,,Local market,,Often,Yes,No,No,Yes,17,No,Do not wish to answer,Yes,From an NGO,,"Yes, I use condoms",,No,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,20,Yes,2,2,Yes,10 yrs and 6 yrs,No,No,No,No,Yes,No,No,,,Yes,Government health facility,Yes,Yes,Yes,"No, being pregnant did not affect my mental health",No,No,No,Government health facility,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Longer than 1 year,Yes,With my partner,,No,No,"No, having a child(ren) did not affect my mental health",No,No,No,No,No,No,No,,No,,"Large problem, many people drink too much",Don't know,Yes,Family history,,Yes,>18 years old,Don’t know,,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-05-21 11:31:40,2025-05-21 11:34:49,IP Address,162.208.92.130,100,188,True,2025-05-21 11:34:50,R_3Mfkh95hJCbvxD1,,,,,34.0322,-118.2836,anonymous,EN,02,138,10,,17,Male,Yes,Secondary 3,Private school,,,Christian,,I am in school only,Currently have a boyfriend or girlfriend,Carpet,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,6,Wage employment,,3 meals,Purchased at market,Once or twice a week,Never,Daily,In the house,,Gas,,,,,,,,,,,,Yes,16,No,For pleasure,Yes,My school,,"No, I do not use protection",,No,Don't know,,Fear of judgment from their family or community,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,Yes,8-12 years old,"Large problem, many people drink too much",Most,No,Traumatic experience,,Yes,>18 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,Yes,Don’t know,,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Not at all,Not at all,Not at all,Some days,Not at all,Nearly every day,Not at all,Some days,Some days
2025-05-21 11:35:04,2025-05-21 11:38:47,IP Address,162.208.92.130,100,222,True,2025-05-21 11:38:47,R_7pSEIIdPN9ZHaeR,,,,,34.0322,-118.2836,anonymous,EN,02,140,10,,,Female,No,,,,Secondary 3,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I share a shower/bathing are with my neighbor,,5,Wage employment,,3 meals,Purchased at market,Once or twice a week,Rarely,Daily,In the house,,Gas,,Yes,,Disposable pad,,"Other, please specify",market and ngo,Rarely,Yes,Yes,Yes,Yes,16,No,For pleasure,Yes,"My friends,From an NGO",,"Yes, I use condoms,No, I do not use protection",,Yes,At a private health clinic,,Fear of judgment from their family or community,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,No,No,,No,,"Large problem, many people drink too much",Few,No,Traumatic experience,,Yes,Don't know,Don’t know,,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Some days,Not at all,Not at all,Not at all
2025-05-21 11:38:57,2025-05-21 11:42:05,IP Address,162.208.92.130,100,188,True,2025-05-21 11:42:05,R_70DINFdAYVwUDR4,,,,,34.0322,-118.2836,anonymous,EN,02,141,10,,14,Female,Yes,Secondary 1,,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,8,Wage employment,,3 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,No,,,,,,,,,,No,,No,Do not wish to answer,No,I have not received any education,,I am not sexually active,,No,Don't know,,"Family pressure,Fear of judgment from their family or community",,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,,Don’t know,None of them,No,,,No,Don't know,Don’t know,,Yes,Yes,Don't know,Don't Know,"Yes, we all have the same amount of work",No,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-21 11:42:19,2025-05-21 11:59:25,IP Address,162.208.92.133,100,1026,True,2025-05-21 11:59:26,R_7Ia2tvafzhiVuBZ,,,,,34.0322,-118.2836,anonymous,EN,02,142,10,,15,Male,Yes,Secondary 2,,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,6,Wage employment,,3 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,No,,,,,,,,,,No,,No,Do not wish to answer,Yes,At an afterschool club,,I am not sexually active,,No,Don't know,,Fear of judgment from their family or community,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,,Don’t know,Don't know,No,,,No,Don't know,Don’t know,,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",No,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-21 11:59:33,2025-05-21 12:03:38,IP Address,162.208.92.133,100,245,True,2025-05-21 12:03:39,R_5IXLxgwyX22cC8x,,,,,34.0322,-118.2836,anonymous,EN,04,381,24,,14,Female,No,,,,Secondary 6,Pagen,,I am employed and in school,Currently have a boyfriend or girlfriend,"Earth, sand",,Sheet metal,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,,Petty business,,2 meals,Homegrown,Daily,Once or twice a week,Daily,In a separate building,,Gas,,Yes,,Reusable pad,,From a health clinic,,Rarely,No,No,No,Do not wish to answer,,Do not wish to answer,Gender-based violence,No,I have not received any education,,"No, I do not use protection",,No,,,They wanted to stay in school,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Do not wish to answer,Do not wish to answer,Do not wish to answer,Don’t know,Most,Don't know,Traumatic experience,,No,Don't know,Don’t know,,Yes,No,No,No,Don’t know,,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Some days,Some days,Nearly every day,Some days,More than half the days,Some days,Not at all,Not at all,Not at all
2025-05-21 12:03:53,2025-05-21 12:06:19,IP Address,162.208.92.133,100,146,True,2025-05-21 12:06:20,R_33mAOS0JgtQ7d61,,,,,34.0322,-118.2836,anonymous,EN,01,98,07,20/03/2025,,Male,Yes,Secondary 4,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,,Petty business,,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Do not wish to answer,No,No,No,,No,Do not wish to answer,Don’t know,Don't know,Don't know,,,No,Don't know,Don’t know,,Don’t know,Don’t know,Don't know,Don't Know,"Yes, we all have the same amount of work",No,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Not at all,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-05-21 12:36:05,2025-05-21 12:38:42,IP Address,107.190.246.37,100,156,True,2025-05-21 12:38:43,R_7Bsu7OmjPEL0kCc,,,,,34.0322,-118.2836,anonymous,EN,01,96,07,19/03/2025,,Male,Yes,Secondary 3,Vocational /Technical school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,,Petty business,,3 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Kerosene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,,No,Do not wish to answer,Don’t know,Don't know,Don't know,,,No,Don't know,19-22 years old,After 23 years old,No,Yes,Yes,No,"Yes, we all have the same amount of work",No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Not at all,Some days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-05-21 12:38:52,2025-05-21 12:43:34,IP Address,107.190.246.37,100,281,True,2025-05-21 12:43:35,R_3QspscIndLkBzcX,,,,,34.0322,-118.2836,anonymous,EN,06,552,34,20/03/2025,17,Female,No,,,,Secondary 3,Christian,,I am unemployed and not seeking a job,Single,Cement,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I buy water to bathe in my house,,,Petty business,,1 meal,Purchased at market,Daily,Rarely,Rarely,In the house,,Gas,,Yes,,Disposable pad,,"Other, please specify",local market and NGO,,Yes,No,Yes,Yes,14,No,For pleasure,Yes,From an NGO,,"Yes, I track my menstrual cycle",,No,Don't know,,"They cannot afford a child,Family pressure,They wanted to stay in school",,Yes,No,No,,,,,,,,Yes,15,No,,1,No,2 yrs,Yes,,Yes,Yes,No,No,Yes,"Because of my age,Because of my relationship status,Because I had to drop out of school",,Yes,Government health facility,Yes,Yes,Yes,"No, being pregnant did not affect my mental health",No,No,No,Government health facility,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Longer than 1 year,Yes,"By myself ",,Yes,No,"No, having a child(ren) did not affect my mental health",Yes,No,No,Yes,Yes,No,,,No,,"Large problem, many people drink too much",Don't know,Yes,Traumatic experience,,Yes,>18 years old,23-26 years old,,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",Yes,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-05-21 12:43:44,2025-05-21 12:48:02,IP Address,107.190.246.37,100,257,True,2025-05-21 12:48:02,R_1nwaajHZhkfgltF,,,,,34.0322,-118.2836,anonymous,EN,06,585,36,19/03/2025,22,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Married,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,4,Petty business,,1 meal,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Kerosene,,Yes,14,Reusable pad,,From a friend,,Often,Yes,Yes,Yes,Yes,16,No,Do not wish to answer,Yes,From an NGO,,"Yes, I am on the birth control pill",,No,,,They cannot afford a child,,No,No,No,No,,,,,,,Yes,16,Yes,2,2,No,5 yrs and 2.5 years,No,No,No,No,No,Yes,Yes,Because of my age,,No,Government health facility,Yes,Yes,No,"Yes, it negatively impacted my mental health",No,No,Yes,Government health facility,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1 year,Yes,With my partner,,No,No,"Yes, it negatively impacted my mental health",Yes,Yes,No,Yes,No,No,No,,No,,"Large problem, many people drink too much",Most,Yes,"Traumatic experience,Family history",,No,>18 years old,Don’t know,,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-04-29 14:20:01,2025-05-26 12:41:14,IP Address,209.237.133.5,100,2326872,True,2025-05-26 12:41:14,R_7vKi4l0JwKQAsGl,,,,,34.0322,-118.2836,anonymous,EN,05,446,28,19/03/2025,13,,Yes,,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,2 meals,Purchased at market,Once or twice a week,,,In the house,,Gas,,Yes,,Reusable pad,,Local market,,Often,Yes,No,Yes,No,,No,Gender-based violence,Yes,At an afterschool club,,Do not wish to answer,,Yes,At a private health clinic,,The pregnancy was unintended,,Yes,Yes,Yes,Not sure,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,"Yes, 1-3 times a week",No,Do not wish to answer,Yes,16-20 years old,"Large problem, many people drink too much",Few,Yes,Traumatic experience,,No,Don't know,Don’t know,,Yes,Don’t know,Yes,Yes,"Yes, we all have the same amount of work",No,,,,,,,,Not at all,Some days,Not at all,More than half the days,Some days,Not at all,Not at all,Some days,Not at all
